size,pin,threads,runtime,energy
500,false,16,0.04844372,2.131098
500,false,16,0.047973484,2.103083
500,false,16,0.047905345,2.116877
500,false,16,0.04775255,2.108027
500,false,16,0.04793075,2.114741
500,false,16,0.048215173,2.098627
500,false,16,0.04788253,2.114863
500,false,16,0.04772037,2.124689
500,false,16,0.04783876,2.080317
500,false,8,0.047986176,2.138728
500,false,8,0.07337392,2.521783
500,false,8,0.061169486,2.359064
500,false,8,0.055898964,2.236566
500,false,8,0.05935139,2.306879
500,false,8,0.05581924,2.260554
500,false,8,0.062399916,2.358331
500,false,8,0.061696585,2.328302
500,false,8,0.06214785,2.332758
500,false,8,0.062135886,2.334405
500,false,12,0.07057741,2.470941
500,false,12,0.051518247,2.156306
500,false,12,0.05156772,2.223016
500,false,12,0.05161659,2.186945
500,false,12,0.05126449,2.189509
500,false,12,0.05117036,2.19079
500,false,12,0.051491335,2.166194
500,false,12,0.05201872,2.196466
500,false,12,0.051657137,2.204828
500,false,12,0.05132729,2.176203
500,false,14,0.05100177,2.152461
500,false,14,0.04919845,2.175714
500,false,14,0.049310368,2.146601
500,false,14,0.049110506,2.170161
500,false,14,0.049326744,2.135004
500,false,14,0.04909809,2.150507
500,false,14,0.049419265,2.162775
500,false,14,0.04947352,2.183039
500,false,14,0.04959173,2.167963
500,false,14,0.049308386,2.141536
500,false,15,0.04948731,2.159967
500,false,15,0.04845267,2.119379
500,false,15,0.04831581,2.16009
500,false,15,0.04868282,2.107539
500,false,15,0.04826677,2.128534
500,false,15,0.048155177,2.156184
500,false,15,0.04832628,2.15362
500,false,15,0.04852499,2.129694
500,false,15,0.048546515,2.131159
500,false,15,0.048942357,2.159113
500,false,15.540541,0.048425872,2.1253
500,false,15.540541,0.047844276,2.124872
500,false,15.540541,0.047530986,2.103999
500,false,15.540541,0.047662232,2.15246
500,false,15.540541,0.047587547,2.104121
500,false,15.540541,0.047631845,2.092768
500,false,15.540541,0.04761824,2.133417
500,false,15.540541,0.04770463,2.10406
500,false,15.540541,0.04766233,2.098994
500,false,15.540541,0.04764533,2.121149
500,false,15.929268,0.047730412,2.122797
500,false,15.929268,0.04759096,2.082514
500,false,15.929268,0.04762944,2.113154
500,false,15.929268,0.047532957,2.117793
500,false,15.929268,0.047637425,2.104181
500,false,15.929268,0.04764833,2.105586
500,false,15.929268,0.04806363,2.143305
500,false,15.929268,0.04764634,2.110956
500,false,15.929268,0.04761298,2.07873
500,false,15.929268,0.047731645,2.135005
500,false,15.615457,0.048011918,2.127008
500,false,15.615457,0.047889464,2.147761
500,false,15.615457,0.048123866,2.102961
500,false,15.615457,0.047708295,2.103083
500,false,15.615457,0.047587253,2.128107
500,false,15.615457,0.04755621,2.093012
500,false,15.615457,0.04759872,2.120356
500,false,15.615457,0.047582503,2.119257
500,false,15.615457,0.047657304,2.112666
500,false,15.615457,0.047570467,2.078181
500,false,15.345816,0.047721375,2.159906
500,false,15.345816,0.0484162,2.11407
500,false,15.345816,0.048353396,2.158563
500,false,15.345816,0.048328687,2.124812
500,false,15.345816,0.04802922,2.121027
500,false,15.345816,0.04849623,2.166926
500,false,15.345816,0.048256896,2.117304
500,false,15.345816,0.04851341,2.122248
500,false,15.345816,0.049037773,2.195734
500,false,15.345816,0.048359696,2.106318
500,false,15.586644,0.048307944,2.123285
500,false,15.586644,0.047098234,2.096186
500,false,15.586644,0.047601257,2.129573
500,false,15.586644,0.04755357,2.102594
500,false,15.586644,0.04805351,2.132563
500,false,15.586644,0.04774972,2.077082
500,false,15.586644,0.047543626,2.137324
500,false,15.586644,0.048116013,2.17193
500,false,15.586644,0.048092026,2.084163
500,false,15.586644,0.047706,2.122919
500,false,15.80742,0.04755873,2.109797
500,false,15.80742,0.048865188,2.173883
500,false,15.80742,0.047697686,2.142634
500,false,15.80742,0.047828056,2.124018
500,false,15.80742,0.048463237,2.114008
500,false,15.80742,0.047632705,2.120783
500,false,15.80742,0.04768353,2.133845
500,false,15.80742,0.04762102,2.120783
500,false,15.80742,0.04754284,2.099726
500,false,15.80742,0.04764705,2.105525
500,false,15.601237,0.048468135,2.136164
500,false,15.601237,0.048408568,2.153864
500,false,15.601237,0.04763944,2.096552
500,false,15.601237,0.0478278,2.135371
500,false,15.601237,0.047689456,2.143976
500,false,15.601237,0.047693033,2.124262
500,false,15.601237,0.047765087,2.069148
500,false,15.601237,0.048095897,2.192377
500,false,15.601237,0.047673617,2.072016
500,false,15.601237,0.04749051,2.1253
500,false,15.7964525,0.047725324,2.143305
500,false,15.7964525,0.047907177,2.147638
500,false,15.7964525,0.047486905,2.087275
500,false,15.7964525,0.047723003,2.110041
500,false,15.7964525,0.047683302,2.098323
500,false,15.7964525,0.047794472,2.151666
500,false,15.7964525,0.04750353,2.091304
500,false,15.7964525,0.04761908,2.127985
500,false,15.7964525,0.04756665,2.081843
500,false,15.7964525,0.04771537,2.12829
500,false,15.983223,0.04783267,2.13592
500,false,15.983223,0.0476848,2.156794
500,false,15.983223,0.047984608,2.124506
500,false,15.983223,0.047523063,2.088984
500,false,15.983223,0.047617514,2.129938
500,false,15.983223,0.04790487,2.125544
500,false,15.983223,0.04758884,2.135737
500,false,15.983223,0.047595695,2.113398
500,false,15.983223,0.047546595,2.114558
500,false,15.983223,0.04756289,2.137567
500,false,15.803077,0.04834656,2.156855
500,false,15.803077,0.047756247,2.103571
500,false,15.803077,0.047847092,2.119746
500,false,15.803077,0.047750704,2.100764
500,false,15.803077,0.04761177,2.121393
500,false,15.803077,0.047770966,2.090571
500,false,15.803077,0.04814247,2.207209
500,false,15.803077,0.047669504,2.114008
500,false,15.803077,0.047812052,2.084223
500,false,15.803077,0.048336532,2.16778
500,false,15.628202,0.048395105,2.124812
500,false,15.628202,0.047569185,2.130609
500,false,15.628202,0.047701057,2.135127
500,false,15.628202,0.047514193,2.084101
500,false,15.628202,0.047657304,2.146845
500,false,15.628202,0.047698613,2.121638
500,false,15.628202,0.047574833,2.112116
500,false,15.628202,0.04784594,2.099238
500,false,15.628202,0.047489744,2.132379
500,false,15.628202,0.047526266,2.072017
500,false,15.798833,0.047500346,2.141413
500,false,15.798833,0.047769457,2.124933
500,false,15.798833,0.04785149,2.100581
500,false,15.798833,0.047503233,2.127069
500,false,15.798833,0.047719494,2.132685
500,false,15.798833,0.047944244,2.145747
500,false,15.798833,0.048080064,2.105707
500,false,15.798833,0.047719304,2.139033
500,false,15.798833,0.049132533,2.199457
500,false,15.798833,0.05072147,2.296869
500,false,15.631652,0.050329868,2.32641
500,false,15.631652,0.050778106,2.349787
500,false,15.631652,0.050424524,2.274042
500,false,15.631652,0.05031808,2.299249
500,false,15.631652,0.05065934,2.302363
500,false,15.631652,0.050804127,2.369195
500,false,15.631652,0.04932904,2.194025
500,false,15.631652,0.05024257,2.308954
500,false,15.631652,0.04901011,2.229243
500,false,15.631652,0.04859336,2.206781
500,false,15.796009,0.049099416,2.23028
500,false,15.796009,0.04906822,2.204584
500,false,15.796009,0.050714012,2.37237
500,false,15.796009,0.050060585,2.262445
500,false,15.796009,0.049750768,2.22259
500,false,15.796009,0.048409242,2.227228
500,false,15.796009,0.049692027,2.240045
500,false,15.796009,0.049253117,2.221308
500,false,15.796009,0.04925304,2.237604
500,false,15.796009,0.04951572,2.277216
500,false,15.95804,0.04810532,2.165583
500,false,15.95804,0.048299335,2.151545
500,false,15.95804,0.0512835,2.335016
500,false,15.95804,0.048388,2.143061
500,false,15.95804,0.04798621,2.144709
500,false,15.95804,0.047653113,2.131891
