pin,size,threads,runtime,runtimesd,energy,energysd,name
true,1400,11,2.7272522,0.03916668,86.588936,1.1826384,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
true,1400,12,2.550717,0.07404968,82.488,2.143725,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
true,1400,13,2.2890275,0.05649252,81.83164,1.6174153,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
true,1400,14,2.114623,0.002656222,76.57379,0.43669626,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
true,1400,15,1.9825652,0.035619956,78.3876,1.1421918,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
true,1400,16,1.8989943,0.028464258,75.53969,1.0912186,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
true,1500,1,6.1236486,0.023994718,94.42181,2.4971,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,2,19.023134,0.47805685,285.48383,8.431225,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,3,12.872867,0.30103487,226.80522,5.601495,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,4,9.569108,0.21805944,175.24733,3.936164,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,5,7.6607304,0.19348323,161.94122,4.1699963,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,6,6.267281,0.1007732,135.07965,2.2688203,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,7,5.4668674,0.11666525,133.3371,2.6201944,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,8,4.8930364,0.13260396,122.677765,3.63477,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,9,4.338457,0.101725474,122.0701,2.1977715,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,10,3.9856546,0.02726715,113.37327,0.8581207,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,11,3.464499,0.108293265,110.63052,3.2004154,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,12,3.3163085,0.008597573,107.04671,0.6212161,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,13,2.9517736,0.042981118,106.30953,1.7035758,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,14,2.8216474,0.024050606,101.97928,0.6841997,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,15,2.583476,0.046834316,102.60117,1.4328482,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
true,1500,16,2.4975948,0.015480799,99.81393,0.5304699,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,500,1,0.15413895,0.00012682089,2.44032,0.008026834,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,2,0.1568271,0.0030826645,2.605946,0.052104685,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,3,0.10306965,0.0022808556,2.0236661,0.04116171,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,4,0.078623995,0.0024510087,1.6283255,0.049335267,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,5,0.061390396,0.0015085936,1.4767892,0.035666794,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,6,0.0525941,0.0022641765,1.3149074,0.07132772,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,7,0.04735987,0.003550583,1.3297962,0.09029898,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,8,0.038674742,0.001398073,1.1426066,0.038910754,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,9,0.034417454,0.0013077931,1.1377995,0.039707128,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,10,0.031225594,0.0014627287,1.0631354,0.045341898,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,11,0.028550891,0.0013536537,1.074212,0.045850627,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,12,0.025881212,0.0009805101,1.0043317,0.038240362,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,13,0.024044814,0.0008385351,1.0178399,0.033765648,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,14,0.022761257,0.0033984506,0.9659873,0.04719839,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,15,0.021931281,0.0013832242,1.0193819,0.05572362,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,500,16,0.020013954,0.0010388372,0.9560214,0.03983603,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_500_500__i__i__d_500_500__i__i__d_500_500__d
false,600,1,0.31632596,0.0004728468,5.0830026,0.28745586,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,2,0.27207148,0.0077485763,4.5202904,0.37870452,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,3,0.18135305,0.005557743,3.5308065,0.10564285,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,4,0.1381619,0.0039991243,2.8110015,0.11051057,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,5,0.1140482,0.0040595685,2.667017,0.0879227,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,6,0.09275682,0.0029848537,2.2540302,0.073981255,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,7,0.07905487,0.0025044174,2.1805222,0.06528229,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,8,0.06882319,0.0019682797,1.9815444,0.080926135,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,9,0.061727654,0.0019804398,1.9746867,0.060531177,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,10,0.05931304,0.0016647757,1.9348699,0.047591325,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,11,0.051493086,0.0017269551,1.8827643,0.06774727,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,12,0.046772484,0.0016595349,1.7496959,0.057783175,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,13,0.0423154,0.0013480681,1.7317505,0.054108188,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,14,0.040025253,0.001962069,1.6610272,0.05407901,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,15,0.037125617,0.0014288443,1.684784,0.056996126,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,600,16,0.03602042,0.0014359431,1.657979,0.058784213,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_600_600__i__i__d_600_600__i__i__d_600_600__d
false,700,1,0.51660186,0.0010030685,8.124081,0.050072532,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,2,0.42963436,0.009458719,6.840149,0.16402675,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,3,0.29657143,0.012468074,5.754907,0.24306203,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,4,0.22518668,0.0038070462,4.5504904,0.1864932,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,5,0.18637815,0.006543807,4.3505063,0.15505251,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,6,0.15120298,0.0037879755,3.61294,0.09207535,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,7,0.12846002,0.0028279128,3.5213177,0.06944511,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,8,0.11306831,0.0025122778,3.2257953,0.085332096,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,9,0.09897233,0.0025002826,3.162787,0.09633773,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,10,0.089848496,0.0026158066,2.9317002,0.073214196,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,11,0.08084659,0.0024487448,2.9490213,0.07910692,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,12,0.074876815,0.0021806394,2.7936184,0.0714435,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,13,0.0687395,0.0018266197,2.8146975,0.07059998,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,14,0.06509141,0.0029404757,2.6957862,0.06374153,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,15,0.06031382,0.0015870407,2.735475,0.062064942,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,700,16,0.057264548,0.002106056,2.6292834,0.08796689,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_700_700__i__i__d_700_700__i__i__d_700_700__d
false,800,1,1.0153265,0.0003975804,15.194518,0.24186683,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,2,0.7902938,0.010132256,13.332965,1.3739625,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,3,0.535177,0.012093297,10.127629,0.541904,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,4,0.3979746,0.007457945,7.789549,0.15185224,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,5,0.30972794,0.0057766107,7.035578,0.19252661,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,6,0.26744214,0.008521893,6.1567564,0.17283729,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,7,0.22256036,0.0056013986,5.896449,0.12506412,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,8,0.19803897,0.0061841956,5.3589067,0.16512324,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,9,0.17526893,0.0015494179,5.330939,0.045808133,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,10,0.15289874,0.0039240886,4.775835,0.13354379,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,11,0.143649,0.0011440943,4.9777713,0.038583573,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,12,0.13166168,0.0016819806,4.6836724,0.08340691,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,13,0.12139985,0.0036075471,4.7286053,0.122713655,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,14,0.11310786,0.005918776,4.4490666,0.09150115,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,15,0.105150916,0.0015725757,4.555492,0.057098318,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,800,16,0.1102173,0.022451425,4.855829,0.77894384,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_800_800__i__i__d_800_800__i__i__d_800_800__d
false,900,1,1.1907679,0.00053555943,18.638363,0.09314494,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,2,1.2068979,0.0072246967,18.981909,0.14918593,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,3,0.7696474,0.022520881,14.823645,0.47639072,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,4,0.54562604,0.026037436,10.8611355,0.86559016,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,5,0.4437662,0.02168484,10.211991,0.526872,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,6,0.3938344,0.0017315442,9.265656,0.07445068,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,7,0.3460494,0.0013410754,9.387234,0.060439054,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,8,0.29992953,0.0027048222,8.366375,0.07055836,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,9,0.26448172,0.0019079366,8.303557,0.13527441,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,10,0.24123068,0.0016004888,7.764469,0.06823588,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,11,0.21094361,0.0014848502,7.558784,0.045696173,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,12,0.19393384,0.002675018,7.1520057,0.20233755,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,13,0.17105593,0.0023933162,6.949195,0.07233548,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,14,0.17054586,0.005468724,6.9278493,0.14312142,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,15,0.14986825,0.0023124665,6.73625,0.08994699,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,900,16,0.14354633,0.0047315154,6.484322,0.16389987,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_900_900__i__i__d_900_900__i__i__d_900_900__d
false,1000,1,1.7341714,0.007645687,26.859533,0.40809867,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,2,2.9086914,0.18022604,44.513046,2.8347785,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,3,1.99324,0.0691267,36.73806,1.3511311,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,4,1.6198893,0.0021383294,30.629404,0.9925564,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,5,1.1108495,0.06688164,24.518843,1.8529463,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,6,1.053398,0.02801841,23.290722,0.57031065,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,7,0.90260756,0.000843622,22.885977,0.32146803,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,8,0.79481363,0.03830077,20.496946,0.8562236,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,9,0.66831976,0.016533246,19.55102,0.3702771,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,10,0.6225689,0.003510194,18.609097,0.2278416,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,11,0.5642682,0.0048021823,18.757914,0.15599318,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,12,0.49680194,0.014401636,17.224371,0.55544114,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,13,0.4661234,0.0137780495,17.480223,0.40161613,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,14,0.40131512,0.0219961,15.494211,0.6400586,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,15,0.42085987,0.0010083213,17.3854,0.06530028,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1000,16,0.39686757,0.0011320538,16.643908,0.06452733,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1000_1000__i__i__d_1000_1000__i__i__d_1000_1000__d
false,1100,1,2.2794752,0.0033884135,35.69028,0.5541823,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,2,3.98388,0.4070278,60.61213,5.660681,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,3,2.7996817,0.079711,51.463303,1.4535614,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,4,2.0536733,0.15936294,39.245724,3.7108877,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,5,1.7480898,0.014536801,37.77495,0.3438272,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,6,1.3750544,0.0013996236,30.588923,0.3932874,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,7,1.2708548,0.006378547,32.048073,0.18160771,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,8,1.0337337,0.065356456,27.149147,1.7782382,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,9,0.83328825,0.03884668,24.697304,0.94629157,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,10,0.862002,0.0080304975,25.755735,0.17810024,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,11,0.7407115,0.020920843,24.888361,0.62675947,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,12,0.6968932,0.0037635334,23.808296,0.3641874,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,13,0.647396,0.008792265,24.329792,0.22308862,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,14,0.60046744,0.004971844,22.843462,0.10477924,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,15,0.59673786,0.003189199,24.503149,0.10671376,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1100,16,0.5331101,0.006486981,22.585405,0.312692,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1100_1100__i__i__d_1100_1100__i__i__d_1100_1100__d
false,1200,1,3.2015955,0.012651421,48.374344,1.8148943,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,2,6.6525745,0.39416304,100.005646,6.0586433,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,3,4.5341854,0.31156853,81.24293,4.942851,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,4,3.4293723,0.09528042,62.854782,1.6439201,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,5,2.4541597,0.13770361,53.004364,3.258929,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,6,2.3737118,0.064173065,51.413708,1.2258105,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,7,1.9499491,0.098121315,48.807606,2.8246546,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,8,1.5506866,0.06694931,39.704445,1.4996471,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,9,1.5535231,0.008302016,44.388615,0.5430698,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,10,1.3137456,0.051529553,38.73224,1.1966834,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,11,1.2301774,0.04167047,40.172764,1.3568158,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,12,1.0758958,0.06084473,36.198143,1.7278895,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,13,1.0421146,0.004091083,38.033466,0.14348142,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,14,0.9818623,0.03990435,36.363422,1.1238316,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,15,0.8797662,0.01431862,35.610764,0.438871,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1200,16,0.8543387,0.019246211,35.167194,0.7396535,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1200_1200__i__i__d_1200_1200__i__i__d_1200_1200__d
false,1300,1,3.9866734,0.05556901,62.116695,1.9476364,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,2,9.866247,0.24739344,148.66353,6.1856923,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,3,6.867749,0.18587504,122.22821,2.7648618,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,4,5.2185717,0.15662444,95.7821,2.7729285,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,5,4.130034,0.1344091,87.995895,2.4647262,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
