0,1,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.08486053957142856,0.08478044264285714,1.3176236176470584,4.27991143,0.00002856
0,2,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.04309928602083332,0.08704097037142858,0.8800560416666667,2.18940089,0.00002038
0,3,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.02863492097916667,0.08449223917073172,0.7199014791666665,1.47276096,0.00002096
0,4,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.021709670812499998,0.08249685963333334,0.6380217499999999,1.12117449,0.00001888
0,5,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.017481996229166668,0.08705178695833338,0.5953315625000001,0.92254674,0.00001936
0,6,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.014561567729166676,0.08741172981249999,0.5528346666666667,0.76876129,0.00001911
0,7,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.012616332541666673,0.08520578397674418,0.5345877708333334,0.67109586,0.00001874
0,8,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.010988003333333335,0.08725595331250002,0.5160242708333335,0.60026602,0.00003208
0,9,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.020513179437499997,0.18391464083333334,0.8743619791666667,1.09281924,0.00001918
0,10,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.017741725624999996,0.17679185872916667,0.7827598958333333,0.97013271,0.00002171
0,11,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.0200227565,0.2192486875319149,0.8876014583333331,1.05688526,0.00002295
0,12,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.018257318291666668,0.21803681793750004,0.8324919791666666,0.96410265,0.00001887
0,13,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.016553890333333324,0.21451312316666662,0.7754445833333333,0.90508445,0.00001901
0,14,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.015768342645833332,0.21997810425000006,0.7546761666666666,0.89766491,0.00001830
0,15,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.0145748504375,0.21832238779166668,0.7192199166666667,0.83622848,0.00003157
0,16,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.013668671,0.21735464489583337,0.6838361458333333,0.78443085,0.00001432
1,1,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.08448958287804881,0.0844061068292683,1.5278357500000002,4.25666169,4.25458559
1,2,SACf__MAIN_CL_ST___mtspmdf_1478_run__i_500_500__i__i__i_500_500__i__i__i_500_500__i,0.04313011672916666,0.08705298875675678,0.9866867291666669,2.19341240,2.19038605
