pin,size,threads,runtime,runtimestd,usertime,usertimestd,energy,energystd
true,500,1,0.43397544,0.00023749,0.43390149,0.00023659,7.04123076,0.46142019
true,500,2,0.21732511,0.00007663,0.43388489,0.00009709,4.15494294,0.02535352
true,500,3,0.15147352,0.01415607,0.43435366,0.00048130,3.39888654,0.17529582
true,500,4,0.10966617,0.00120940,0.43469612,0.00200611,2.85685178,0.04433071
true,500,5,0.10548375,0.00133899,0.51946145,0.00063812,2.80630866,0.02120455
true,500,6,0.10029822,0.00034534,0.59439255,0.00188621,2.68369296,0.01709695
true,500,7,0.09692745,0.00016684,0.67128431,0.00045971,2.66397388,0.00968688
true,500,8,0.09230281,0.00022035,0.72944820,0.00071290,2.59985546,0.01270445
true,500,9,0.07826838,0.00297004,0.67616313,0.00236118,2.41767446,0.03934680
true,500,10,0.06786538,0.00481914,0.64235086,0.00316974,2.33672254,0.06592096
true,500,11,0.05836888,0.00446019,0.61531473,0.00229843,2.19324760,0.05945490
true,500,12,0.05193463,0.00064184,0.60537950,0.00639870,2.14401436,0.04551248
true,500,13,0.04989335,0.00010649,0.63092213,0.00037212,2.08331372,0.01114661
true,500,14,0.04890416,0.00011320,0.66410686,0.00041007,2.06574796,0.01280651
true,500,15,0.04801014,0.00012906,0.70338926,0.00100087,2.03766566,0.01611528
true,500,16,0.04723597,0.00010547,0.73237836,0.00083768,2.03517062,0.00506657
true,600,1,0.75711469,0.00058087,0.75703516,0.00057688,12.03489478,0.31813977
true,600,2,0.37903556,0.00023549,0.75685850,0.00037983,7.30145224,0.20305726
true,600,3,0.27208207,0.03366013,0.75698032,0.00027569,6.04706338,0.40774371
true,600,4,0.19050785,0.00147102,0.75747630,0.00146502,5.09932410,0.02684477
true,600,5,0.18340930,0.00171072,0.90729779,0.00188805,4.91338712,0.02643905
true,600,6,0.17593475,0.00051576,1.04415051,0.00114950,4.83447130,0.01190418
true,600,7,0.16777268,0.00082517,1.16223412,0.00227239,4.64409340,0.07133110
