300,1,0.09318348,0.09315192,1.36894790
300,2,0.04700336,0.09356775,0.84508145
300,3,0.03260133,0.09348030,0.69750185
300,4,0.02374711,0.09350720,0.58934175
300,5,0.02260989,0.10986849,0.57316135
300,6,0.02117615,0.12459738,0.54776165
300,7,0.01976327,0.13593661,0.52282580
300,8,0.01881895,0.14757087,0.51121390
300,9,0.01599539,0.13884701,0.47895385
300,10,0.01401890,0.13302442,0.45943180
300,11,0.01209692,0.12850339,0.43631785
300,12,0.01077061,0.12534397,0.42222185
300,13,0.01058856,0.13160480,0.41755875
300,14,0.01031239,0.13938212,0.41134235
300,15,0.01007924,0.14339162,0.40729880
300,16,0.00980721,0.15134405,0.40164080
400,1,0.22183277,0.22180413,3.25843285
400,2,0.11112058,0.22177622,2.00036415
400,3,0.08161599,0.22216940,1.73929915
400,4,0.05628771,0.22244076,1.39961190
400,5,0.05351930,0.26254237,1.36650345
400,6,0.05012421,0.29752213,1.30335970
400,7,0.04763319,0.32899043,1.27292765
400,8,0.04593782,0.36113494,1.24468065
400,9,0.03954187,0.33318658,1.16383065
400,10,0.03306799,0.31842508,1.09114405
400,11,0.02968116,0.30648860,1.05082435
400,12,0.02575452,0.29901609,1.00707750
400,13,0.02500761,0.31506759,0.99566395
400,14,0.02434516,0.32917092,0.96849725
400,15,0.02350247,0.34316315,0.96036740
400,16,0.02332891,0.36102011,0.95093750
500,1,0.43424678,0.43421012,6.45350830
500,2,0.21765726,0.43446198,4.37483315
500,3,0.14978248,0.43433404,3.23552940
500,4,0.10932290,0.43438194,2.75027980
500,5,0.10517405,0.51963392,2.69318770
500,6,0.10043803,0.59444892,2.64748465
500,7,0.09636211,0.66459311,2.61267030
500,8,0.09292879,0.73471894,2.52488065
500,9,0.07861584,0.67601573,2.35134590
500,10,0.06631692,0.64163989,2.23922770
500,11,0.05767035,0.62005574,2.10768205
500,12,0.05060602,0.59561151,2.02246495
500,13,0.04993526,0.63200859,2.00304665
500,14,0.04905959,0.66618536,1.99308570
500,15,0.04753215,0.69732768,1.97427170
500,16,0.04725769,0.73519495,1.96271470
600,1,0.75726204,0.75720694,11.71329705
600,2,0.37904590,0.75678229,7.14054875
600,3,0.25857447,0.75716103,5.79306075
600,4,0.19083608,0.75761626,5.03581780
600,5,0.18329000,0.90610969,5.27723870
600,6,0.17510886,1.03943235,4.91704365
600,7,0.16885119,1.16858169,4.59136700
600,8,0.16228271,1.28373095,4.57211655
600,9,0.13373450,1.18421980,4.28813905
600,10,0.11682206,1.12771907,4.04036745
600,11,0.10109747,1.07253067,3.77411140
600,12,0.08871247,1.03989597,3.62118215
600,13,0.08664350,1.10316918,3.60198050
600,14,0.08490598,1.16462249,3.54259955
600,15,0.08326637,1.21955332,3.51327225
600,16,0.08192269,1.28105224,3.46584805
700,1,1.20394669,1.20387296,18.86595815
700,2,0.60221766,1.20249116,11.28958290
700,3,0.40892911,1.20248102,9.13932600
700,4,0.30225450,1.20261085,7.98317660
700,5,0.29034552,1.44086358,7.67798025
700,6,0.28015889,1.65427463,8.04014055
700,7,0.26581721,1.84435758,7.33062390
700,8,0.25523806,2.01993323,7.09022235
700,9,0.22191017,1.87131652,6.70239985
700,10,0.18835841,1.78748945,6.40831485
700,11,0.15791374,1.70969729,5.97496640
700,12,0.14026785,1.65737239,5.83590730
700,13,0.13781928,1.75363692,5.72583370
700,14,0.13472366,1.84941514,5.62003870
700,15,0.13146206,1.93463926,5.56267190
700,16,0.12879289,2.02134946,5.45158820
800,1,1.79501695,1.79492271,27.82552995
800,2,0.89891730,1.79496850,17.13598520
800,3,0.61697291,1.79537533,14.03019785
800,4,0.45065246,1.79509290,11.92226870
800,5,0.43989229,2.16654978,11.64851755
800,6,0.41818404,2.49252445,11.35635515
800,7,0.40205803,2.79387930,10.98799675
800,8,0.39223369,3.09540707,10.93123115
800,9,0.33017848,2.84247587,10.10887610
800,10,0.27727615,2.69553601,9.90291045
800,11,0.24083602,2.56669456,9.03301830
800,12,0.20996577,2.47879016,8.74301350
800,13,0.20615734,2.63481047,8.59535765
800,14,0.20218351,2.78417147,8.53567765
800,15,0.19838523,2.91804159,8.39469590
800,16,0.19633762,3.08457566,8.33472290
900,1,2.55835922,2.55822590,39.87140980
900,2,1.28342840,2.56067515,24.90553315
900,3,0.88845208,2.55639714,20.06133475
900,4,0.64630925,2.56923260,17.11726270
900,5,0.63430941,3.10532689,16.89594675
900,6,0.60894488,3.61846726,16.55903050
900,7,0.58328625,4.05027409,15.99653195
900,8,0.56306054,4.45183948,15.70630135
900,9,0.47548483,4.12809490,14.74230535
900,10,0.39453019,3.89436012,13.78112015
900,11,0.34312996,3.71851187,13.04414080
900,12,0.30255038,3.58214543,12.63404360
900,13,0.29707316,3.80953244,12.47159585
900,14,0.29267303,4.03448411,12.44294915
900,15,0.28614814,4.23023181,12.17503600
900,16,0.28356424,4.46659359,12.20812305
1000,1,3.52510524,3.52494226,55.54610110
1000,2,1.76181221,3.51462403,34.15098680
1000,3,1.19500192,3.51083900,27.27986485
1000,4,0.88311297,3.51208957,23.45270485
1000,5,0.88086705,4.34265956,23.85588070
1000,6,0.85242931,5.07793216,23.21304175
1000,7,0.82985981,5.75820202,22.70353070
1000,8,0.81838950,6.45147733,22.77666595
1000,9,0.66928197,5.88527685,20.77346670
1000,10,0.56554252,5.53001453,19.61062485
1000,11,0.48340389,5.25851809,18.43126085
1000,12,0.42634086,5.05932904,17.84319160
1000,13,0.42310313,5.42519067,17.76961090
1000,14,0.41527577,5.73760690,17.65463315
1000,15,0.42168570,6.18472119,17.88052670
1000,16,0.40937544,6.45035887,17.66415155
1100,1,4.79698156,4.79672108,75.35853510
1100,2,2.39891898,4.77517947,47.37803425
1100,3,2.01236890,4.81856474,42.32670130
1100,4,1.20908848,4.81034249,32.10187095
1100,5,1.22145781,5.99156580,32.68394040
1100,6,1.20928546,7.14366507,32.74390725
1100,7,1.21305093,8.35474060,32.90683410
1100,8,1.21190039,9.60014947,33.04214865
1100,9,0.97254519,8.59542387,30.21776930
1100,10,0.81402757,7.95997287,27.87524600
1100,11,0.69058568,7.50911136,26.30847450
1100,12,0.60945210,7.16384864,25.17822535
1100,13,0.61136974,7.79108841,25.66468035
1100,14,0.60376012,8.29452415,25.29202205
1100,15,0.60500939,8.85338948,25.44696245
1100,16,0.61261580,9.69669860,25.91777730
1200,1,6.21893740,6.21859140,97.47548595
1200,2,3.18679269,6.36778860,60.47513510
1200,3,2.49128723,6.31136932,53.05630035
1200,4,1.57719486,6.28625344,42.20725280
1200,5,1.62670473,7.95127590,42.88817145
1200,6,1.62204435,9.55697596,43.45507675
1200,7,1.62735759,11.20341273,44.21179475
1200,8,1.70881491,13.63076208,45.73407780
1200,9,1.31422579,11.37954221,40.09924120
1200,10,1.07205635,10.58293197,36.82549470
1200,11,0.91720657,9.98951151,34.71587790
1200,12,0.81141091,9.49772545,33.31639730
1200,13,0.80791560,10.24740229,33.49478115
1200,14,0.81924494,11.36665353,34.20910740
1200,15,0.81256581,11.90484295,33.76020410
1200,16,0.88547841,14.07644478,36.25068540
1300,1,8.13720745,8.13674299,128.65787990
1300,2,4.31367163,8.62026082,81.67107690
1300,3,3.14814402,8.54018923,68.74257000
1300,4,2.12196210,8.45401908,56.01895145
1300,5,2.20740490,10.67169401,57.65722240
1300,6,2.19528382,12.96125451,58.23631330
1300,7,2.24517886,15.50751596,59.56529860
1300,8,2.48586948,19.78524405,65.28961865
1300,9,1.85324189,15.93159019,55.30719790
1300,10,1.48122872,14.53345380,50.59799970
1300,11,1.23393056,13.45627349,46.39083885
1300,12,1.09608358,12.78063713,44.53592420
1300,13,1.08458920,13.80624346,44.62539540
1300,14,1.10535263,15.26682912,45.52225590
1300,15,1.14184694,16.93078725,46.92759285
1300,16,1.25214303,19.80920525,50.31766295
1400,1,10.47554032,10.47486454,164.40382715
1400,2,5.80806702,11.60861650,112.12044355
1400,3,3.95229857,11.23020583,87.12630290
1400,4,2.72768176,10.87971002,71.84896460
1400,5,2.94777816,14.07986188,76.11644940
1400,6,3.03022225,17.60430098,79.08831380
