300,1,0.09321578,0.09317509,1.47257315
300,2,0.04682320,0.09329278,0.89954295
300,3,0.03409454,0.09336880,0.74470025
300,4,0.02387358,0.09352682,0.61945340
300,5,0.01973205,0.09362698,0.56548315
300,6,0.01758061,0.09374721,0.54671800
300,7,0.01383880,0.09383736,0.49768550
300,8,0.01363328,0.10472560,0.48473695
300,9,0.01230925,0.10662058,0.47075075
300,10,0.01176340,0.11019608,0.46319460
300,11,0.01136046,0.11904337,0.45581550
300,12,0.01089060,0.12486727,0.43990060
300,13,0.01069383,0.13199533,0.43762400
300,14,0.01020701,0.13765270,0.42856950
300,15,0.01018511,0.14500131,0.42621965
300,16,0.00969276,0.14818202,0.41328025
400,1,0.22160081,0.22157713,3.50541100
400,2,0.11113195,0.22177677,2.11357185
400,3,0.08962355,0.22194959,1.83781270
400,4,0.05595757,0.22200722,1.45837030
400,5,0.04731024,0.22246319,1.34521755
400,6,0.04025403,0.22503868,1.27597940
400,7,0.03392443,0.22262349,1.19450990
400,8,0.02835752,0.22270287,1.11474020
400,9,0.02788855,0.24337571,1.10443135
400,10,0.02721917,0.26244588,1.08349335
400,11,0.02650530,0.28207075,1.07132295
400,12,0.02573127,0.29934056,1.04778175
400,13,0.02499075,0.31495238,1.03062790
400,14,0.02447714,0.33025292,1.02088365
400,15,0.02355620,0.34335080,0.99454090
400,16,0.02323107,0.36239518,0.99441270
500,1,0.43423517,0.43420291,6.83704305
500,2,0.21880623,0.43548736,4.30478330
500,3,0.16440744,0.43398271,3.47847315
500,4,0.10955440,0.43440229,2.85473510
500,5,0.09432557,0.43487510,2.64688040
500,6,0.08064805,0.43515391,2.52055325
500,7,0.06355810,0.43504868,2.29093650
500,8,0.05588429,0.43811810,2.18240100
500,9,0.05439819,0.47818130,2.16731925
500,10,0.05314709,0.52205994,2.15053160
500,11,0.05247045,0.55946914,2.12491830
500,12,0.05091264,0.59732108,2.10811535
500,13,0.04984725,0.63290260,2.09373550
500,14,0.04880787,0.66767146,2.05295805
500,15,0.04798027,0.70173778,2.05872275
500,16,0.04697342,0.72896059,2.01862275
600,1,0.76049532,0.76044805,12.04730495
600,2,0.37875820,0.75645931,7.63477050
600,3,0.28920424,0.75689764,6.25347215
600,4,0.19027179,0.75706861,5.11601170
600,5,0.15913084,0.75788834,4.74924630
600,6,0.13108026,0.75707876,4.37406105
600,7,0.11369409,0.75788064,4.15095675
600,8,0.09584796,0.75796058,3.92719940
600,9,0.09531172,0.83684098,3.88678815
600,10,0.09280756,0.90666031,3.83178645
600,11,0.09082290,0.97204364,3.80215395
600,12,0.08860286,1.04178990,3.73553120
600,13,0.08673662,1.10378455,3.67339760
600,14,0.08473440,1.16361562,3.63677045
600,15,0.08310778,1.21670433,3.56510310
600,16,0.08220526,1.28427520,3.57831730
700,1,1.20331600,1.20326230,18.99559650
700,2,0.60146561,1.20142065,11.55427645
700,3,0.45440947,1.20220060,9.88487460
700,4,0.30331450,1.20300491,8.11555840
700,5,0.25866031,1.20297814,7.60773805
700,6,0.21376659,1.20319801,7.00631750
700,7,0.17372727,1.20462761,6.47954580
700,8,0.15468493,1.21956310,6.29608070
700,9,0.15114272,1.33115131,6.19483885
700,10,0.15015858,1.46622480,6.22936635
700,11,0.14425114,1.55318684,6.07501500
700,12,0.14058891,1.65826712,5.90925910
700,13,0.13756244,1.75169940,5.81169780
700,14,0.13552937,1.85858258,5.81215855
700,15,0.13233685,1.94773840,5.71340090
700,16,0.12958379,2.03251231,5.65509115
800,1,1.79354570,1.79348089,28.26118860
800,2,0.89825894,1.79430010,17.27025300
800,3,0.64967323,1.79436371,14.33948655
800,4,0.45101537,1.79501459,12.06963770
800,5,0.37913801,1.79448080,11.22211185
800,6,0.31019942,1.79451688,10.34147440
800,7,0.26122844,1.79623792,9.67096825
800,8,0.22729078,1.80042491,9.34409835
800,9,0.22317176,1.97855828,9.20420315
800,10,0.21925493,2.16013714,9.10493885
800,11,0.21917200,2.32293304,9.10940355
800,12,0.21106451,2.47895767,8.88732160
800,13,0.20736150,2.64593073,8.83479485
800,14,0.20251091,2.78783988,8.70816860
800,15,0.20114675,2.96354607,8.65150375
800,16,0.19505839,3.06739282,8.52338515
900,1,2.56298792,2.56286528,40.88261930
900,2,1.28007909,2.55638770,24.38600325
900,3,0.89778383,2.56413929,20.24420780
900,4,0.64191609,2.55614929,17.18304930
900,5,0.54288159,2.55700679,15.99979730
900,6,0.43261052,2.55634663,14.60788800
900,7,0.37013357,2.56056390,13.76003565
900,8,0.32357630,2.55972865,13.31067455
900,9,0.32412939,2.86960182,13.48972380
900,10,0.32894098,3.21741338,13.78562755
900,11,0.31257957,3.38233431,13.28884540
900,12,0.31739899,3.74405099,13.71710660
900,13,0.34767963,4.46759983,14.55845580
900,14,0.29278312,4.03835742,12.60113655
900,15,0.28925934,4.27517818,12.48384865
900,16,0.28468008,4.48886425,12.47163550
1000,1,3.51839490,3.51828283,55.51036815
1000,2,1.76140132,3.51933552,33.74656580
1000,3,1.21076619,3.52027737,27.49825115
1000,4,0.88773490,3.53673000,23.81227725
1000,5,0.73770346,3.51940615,22.18055845
1000,6,0.59665173,3.51592812,20.11091345
1000,7,0.50656111,3.52096480,18.92922095
1000,8,0.44360307,3.51805639,18.30392650
1000,9,0.44166969,3.91490674,18.28368425
