dynamic,busy,threads,energy,runtime,usertime
false,14,4,4.41485810,0.29476008,0.69794748
false,14,5,4.20322200,0.28048863,0.69552826
false,14,6,4.08067890,0.27219282,0.70615311
false,14,7,3.88191740,0.25901440,0.70753646
false,14,8,3.48732730,0.23270516,0.71148614
false,14,9,3.46694710,0.23134022,0.71525347
false,14,10,3.38225920,0.22586182,0.71865844
false,14,11,2.99646220,0.20003958,0.72302866
false,14,12,2.88910080,0.19259403,0.73334790
false,14,13,2.89449450,0.19312105,0.72633531
false,14,14,2.38352240,0.15876819,0.74418063
false,14,15,2.41448080,0.16082717,0.74471608
false,14,16,2.06558690,0.13778437,0.76794641
false,16,1,18.51815400,1.23687053,0.61714229
false,16,2,9.42986520,0.62995087,0.62699994
false,16,3,6.71862830,0.44844354,0.63998868
false,16,4,4.98170950,0.33258788,0.64966475
false,16,5,4.24272950,0.28287149,0.65863314
false,16,6,3.49601210,0.23331898,0.67372415
false,16,7,3.04462860,0.20310369,0.68281251
false,16,8,2.78908450,0.18591672,0.69284174
false,16,9,2.62856130,0.17517828,0.71229222
false,16,10,2.43010810,0.16192535,0.71945362
false,16,11,2.46481700,0.16413006,0.72442380
false,16,12,2.26090900,0.15060713,0.73529361
false,16,13,2.30823330,0.15370085,0.74467774
false,16,14,2.20081380,0.14679052,0.75542599
false,16,15,1.96737560,0.13068772,0.76280805
false,16,16,1.93555050,0.12872202,0.76474397
true,0,16,0.96560250,0.06298699,0.94135278
true,2,16,1.02827170,0.06817879,0.91073187
true,4,16,1.17021530,0.07782093,0.89873776
true,6,16,1.35800160,0.09029093,0.87681328
true,8,16,1.59248190,0.10629662,0.83471356
true,10,16,1.96664490,0.13113349,0.78534427
true,12,16,2.29141440,0.15303900,0.76241971
true,14,16,2.28850160,0.15231743,0.75077283
true,16,16,1.92338380,0.12790649,0.76649934
