time,intel-rapl:0,intel-rapl:0:0
8.841904,19.9123,1.89778
8.892108,18.22232,1.97958
8.942284,21.21808,2.2056799999999996
8.99248,20.25408,2.03574
9.042672,20.28766,1.9606399999999997
9.092866,20.42862,1.8901599999999998
9.143056,19.95228,1.88804
9.193251,19.9898,1.8926
9.243469,19.95808,1.8852799999999998
9.293623,20.1253,1.88924
9.343783,19.81984,1.8947399999999999
9.393929,20.007519999999996,1.89504
9.44408,19.84516,1.92464
9.494226,19.86104,1.957
9.544386,20.244,1.92892
9.594548,20.014219999999998,1.88374
9.644699,19.96692,1.88712
9.694851,19.96632,1.8974799999999998
9.745001,19.71762,1.8852799999999998
9.795151,20.27054,1.9572999999999998
9.845299,20.478379999999998,1.8748999999999998
9.895485,19.934279999999998,1.8852799999999998
9.945642,19.5168,1.9151799999999999
9.995794,20.05726,2.0229
10.045945,20.374919999999996,1.94784
10.096094,20.002319999999997,1.88924
10.146245,20.004759999999997,1.8874199999999999
10.196407,19.977919999999997,1.90024
10.246556,19.9831,1.88558
10.296708,19.97364,1.8877199999999998
10.346864,19.973019999999998,1.8923
10.397026,19.98096,1.8974799999999998
10.4472,19.93336,1.90816
10.497388,19.76186,1.96828
10.5475445,20.328219999999998,1.9514999999999998
10.597709,19.53238,1.9008399999999999
10.647863,20.48418,1.9801799999999998
10.698019,20.312359999999998,1.8971799999999999
10.7481785,20.15184,1.8947399999999999
10.798381,19.58456,1.83584
10.8485775,20.233340000000002,1.91702
10.898759,20.0014,1.8947399999999999
10.948943,19.9776,1.9020599999999999
10.999124,19.680999999999997,1.9484599999999999
11.049293,20.101179999999996,2.01252
11.099472,20.23426,1.91
11.149653,19.97242,1.8837599999999999
11.199848,19.99194,1.8913799999999998
11.250033,20.346839999999997,1.93684
11.300216,19.99806,1.88924
11.350405,20.008419999999997,1.8886399999999999
11.400587,19.96602,1.8859
11.450767,19.978199999999998,1.8913799999999998
11.500946,19.912,1.92036
11.5511265,19.92816,1.95334
11.601299,20.14454,1.91488
11.651483,19.990119999999997,1.9032799999999999
11.701666,19.99346,1.8956600000000001
11.751846,19.98432,1.8877199999999998
11.802028,19.97608,1.8870999999999998
11.852209,20.3557,1.9338
11.9024,20.026419999999998,1.8956600000000001
11.95258,19.984019999999997,1.8984
12.002772,19.95808,1.9115199999999999
12.052933,19.724919999999997,1.9441599999999999
12.103083,20.30536,1.9490599999999998
12.153234,19.9953,1.88834
12.203394,20.04046,1.88374
12.253546,19.907719999999998,1.8877199999999998
12.303713,16.391979999999997,0.24018
12.353915,19.298939999999998,0.012499999999999999
12.404085,20.14848,0.012199999999999999
12.454242,20.2367,0.1056
12.504415,20.163739999999997,0.0827
12.554571,20.485999999999997,0.01372
12.604727,20.272399999999998,0.013739999999999999
12.654882,20.351419999999997,0.012499999999999999
12.705038,20.25224,0.01222
12.7551985,20.129579999999997,0.20994
12.805395,20.13202,0.01312
12.855551,20.148799999999998,0.012819999999999998
12.905705,19.91168,0.01312
12.95588,20.2901,0.01404
13.006036,20.019719999999996,0.20109999999999997
13.0561905,19.85614,0.01678
13.106328,20.25988,0.01252
13.1564865,20.10456,0.012499999999999999
13.206643,20.12408,0.0116
13.256798,20.115219999999997,0.13061999999999999
13.306954,20.371879999999997,0.04058
13.357136,20.11462,0.10802
13.407297,20.065179999999998,0.012819999999999998
13.457456,20.0124,0.00976
13.507612,20.057859999999998,0.13091999999999998
13.557768,19.736839999999997,0.029599999999999998
13.6079235,19.91778,0.01038
13.658078,20.28856,0.01038
13.708234,20.197319999999998,0.01006
13.758406,20.483259999999998,0.17548
13.808564,19.94984,0.34847999999999996
13.858713,19.260779999999997,0.21148
13.908869,20.338919999999998,0.07476
13.959023,20.007199999999997,0.012819999999999998
14.009179,20.00996,0.01312
14.05933,19.73408,0.11625999999999999
14.109484,19.908019999999997,0.02808
14.159637,20.08868,0.013739999999999999
14.20979,20.76156,0.012499999999999999
14.259945,19.99044,0.01526
14.3101015,20.012999999999998,0.14526
14.360272,19.9831,0.012819999999999998
14.410434,20.006899999999998,0.01464
14.460591,19.99468,0.01252
14.510746,19.997139999999998,0.01404
14.560903,19.919919999999998,0.1898
14.611055,19.86592,0.013739999999999999
14.66121,20.103339999999996,0.012819999999999998
14.711387,20.14056,0.0128
14.76153,20.123459999999998,0.22522
14.81169,19.987379999999998,0.37777999999999995
14.861836,19.9831,0.27008
14.9119625,19.990099999999998,0.27005999999999997
14.962084,19.974259999999997,0.26854
15.012204,19.98706,0.26458
15.0623255,19.83814,0.18248
15.112477,19.642539999999997,0.016479999999999998
15.162631,20.14698,0.01312
15.212788,20.61356,0.012819999999999998
15.262942,20.01666,0.12541999999999998
15.313098,19.9837,0.0174
15.363254,19.984939999999998,0.14615999999999998
15.413422,20.14024,0.27984
15.463549,19.939159999999998,0.26396
15.513669,20.022779999999997,0.26244
15.563788,19.9831,0.26426
15.613908,19.669999999999998,0.26702
15.664029,20.11676,0.27404
15.714157,20.190899999999996,0.26455999999999996
15.764279,19.92908,0.26793999999999996
15.814408,20.00782,0.26089999999999997
15.864567,19.8769,0.031139999999999998
15.914722,20.00782,0.01312
15.964878,19.98158,0.012819999999999998
16.015034,20.0075,0.01312
16.06519,19.804579999999998,0.15136
16.115326,19.941899999999997,0.028379999999999996
16.165482,19.79786,0.0299
16.215652,20.334639999999997,0.012819999999999998
16.265808,20.529639999999997,0.01312
16.315964,19.97394,0.01464
16.366117,19.77864,0.014339999999999999
16.416275,20.1961,0.012819999999999998
16.466433,19.95442,0.013439999999999999
16.516588,20.038339999999998,0.01312
16.566744,19.970879999999998,0.012499999999999999
16.616898,19.98432,0.30974
16.667051,19.75668,0.013439999999999999
16.717207,20.1314,0.01402
16.767365,20.27848,0.22522
16.817524,19.93276,0.2722
16.867651,20.01208,0.26702
16.91777,19.98492,0.26426
16.96789,19.860739999999996,0.26517999999999997
17.018007,19.95838,0.26366
17.068125,20.106679999999997,0.26244
17.118244,20.01056,0.26214
17.168375,19.6926,0.26731999999999995
17.218494,19.993759999999998,0.26274
17.26861,20.28338,0.26182
17.318747,19.586699999999997,0.21666
17.368904,20.226619999999997,0.03328
17.419065,20.38376,0.01372
17.469221,20.0063,0.01312
17.519386,20.013299999999997,0.01252
17.569551,19.9709,0.01312
17.619715,19.96722,0.18583999999999998
17.669868,19.5687,0.041499999999999995
17.720022,20.230579999999996,0.016479999999999998
17.770174,20.188779999999998,0.01342
17.82031,20.03558,0.01436
17.870466,20.0075,0.17881999999999998
17.920624,19.974259999999997,0.01616
17.970762,19.727059999999998,0.21513999999999997
18.0209,20.365779999999997,0.27434
18.071022,20.025819999999996,0.26336
18.121143,19.969359999999998,0.26517999999999997
18.17127,19.70234,0.26336
18.22139,19.978839999999998,0.27098
18.271507,19.959899999999998,0.26731999999999995
18.321627,20.287039999999998,0.2658
18.371756,20.01116,0.26455999999999996
18.421886,20.591599999999996,0.33841999999999994
18.47203,19.3273,0.28168
18.522165,20.0063,0.26821999999999996
18.572285,19.98614,0.2719
18.622408,17.449659999999998,0.38024
18.672579,18.75604,0.14493999999999999
18.722725,20.09358,0.02808
18.772867,20.5513,0.03448
18.823025,20.000179999999997,0.032959999999999996
18.873472,20.08106,0.02898
18.92361,20.08258,0.025639999999999996
18.973747,20.17322,0.025019999999999997
19.023886,20.200059999999997,0.025339999999999998
19.074272,20.08806,0.02532
19.124407,20.5263,0.43822
19.174555,19.92084,0.12907999999999997
19.224699,20.46066,0.036919999999999994
19.275236,20.117379999999997,0.08942
19.325405,20.244,0.10496
19.375546,20.019119999999997,0.027479999999999997
19.425684,20.004759999999997,0.027759999999999996
19.475822,20.03528,0.027460000000000002
19.52596,20.088379999999997,0.02808
19.5761,20.077379999999998,0.2481
19.626228,21.04842,0.48916
19.67638,19.49332,0.39396
19.726528,19.711199999999998,0.42846
19.77666,19.86988,0.43881999999999993
19.826775,19.99438,0.4562
19.876884,20.451819999999998,0.44217999999999996
19.926994,20.001419999999996,0.4376
19.977116,20.06914,0.43881999999999993
20.027233,20.053299999999997,0.4379
20.077353,20.021539999999998,0.43426
20.12746,19.9834,0.43301999999999996
20.177563,20.09632,0.42965999999999993
20.227686,19.6462,0.34666
20.277826,20.41642,0.028379999999999996
20.327965,20.127739999999996,0.028379999999999996
20.3781,19.95014,0.028679999999999997
20.428257,20.014539999999997,0.034179999999999995
20.478424,19.87446,0.031439999999999996
20.528563,19.965079999999997,0.03142
20.578701,19.9953,0.031439999999999996
20.62883,20.463119999999996,0.8376599999999998
20.678959,19.81374,0.44858
20.729073,19.865299999999998,0.43667999999999996
20.779194,20.678559999999997,0.47331999999999996
20.829355,19.470119999999998,0.42324
20.879473,19.80306,0.42846
20.92958,19.9956,0.43271999999999994
20.97969,19.946779999999997,0.43546
21.029797,20.03926,0.43667999999999996
21.079905,20.026739999999997,0.43301999999999996
21.130013,19.98584,0.43088
21.18012,19.975759999999998,0.4376
21.230228,20.030399999999997,0.43577999999999995
21.280352,19.9413,0.43728
21.330462,19.947699999999998,0.43119999999999997
21.380571,20.10332,0.45042
21.430695,20.02216,0.4318
21.480803,19.973019999999998,0.43271999999999994
21.53091,20.00508,0.43698
21.581026,19.9953,0.44248
21.631142,19.997739999999997,0.4318
21.68125,20.09754,0.4318
21.731369,19.8827,0.42906
21.781477,19.984019999999997,0.4321
21.831585,19.97516,0.43822
21.881697,19.9834,0.46871999999999997
21.931808,20.027339999999995,0.43271999999999994
21.981918,20.009039999999995,0.43454
22.032026,19.95716,0.43792
22.082134,20.023979999999998,0.4324
22.132242,19.986459999999997,0.43456
22.182362,19.86134,0.44096
22.232468,20.03772,0.44126
22.282576,20.42924,0.43361999999999995
22.332685,19.946479999999998,0.43242
22.382803,20.03162,0.43698
22.432917,20.011779999999998,0.43485999999999997
22.483025,20.04902,0.43301999999999996
22.533133,19.9831,0.43057999999999996
22.583239,19.99652,0.43057999999999996
22.633356,19.99224,0.42965999999999993
22.683464,19.86348,0.42936
22.733566,20.135379999999998,0.43423999999999996
22.783678,20.312659999999997,0.47575999999999996
22.833818,19.9828,0.46719999999999995
22.883944,19.682519999999997,0.42965999999999993
22.934053,19.92084,0.4382
22.984161,19.96264,0.44339999999999996
23.034275,19.985539999999997,0.43546
23.08439,20.08258,0.2652
23.134533,19.91902,0.028679999999999997
23.18468,19.535739999999997,0.028679999999999997
23.234821,20.56382,0.20109999999999997
23.28495,19.889699999999998,0.0711
23.33509,20.030399999999997,0.027479999999999997
23.385231,19.96082,0.02654
23.435377,20.00264,0.02808
23.485516,19.96174,0.028379999999999996
23.535654,19.973019999999998,0.028059999999999998
23.585787,19.9773,0.02808
23.635933,20.20282,0.029299999999999996
23.686314,19.80182,0.37229999999999996
23.736452,20.166499999999996,0.08116
23.786587,20.1079,0.07903999999999999
23.836727,20.153699999999997,0.05158
23.88722,19.93824,0.044239999999999995
23.93737,20.15948,0.0235
23.98754,19.786859999999997,0.024719999999999995
24.037685,19.95442,0.02166
24.088068,19.926959999999998,0.021059999999999995
24.138206,20.3328,0.1654
24.18855,19.991339999999997,0.021359999999999997
24.238935,19.998959999999997,0.0238
24.28907,20.15032,0.15807999999999997
24.33946,19.992259999999998,0.044239999999999995
24.389591,20.01026,0.07264
24.43973,20.49118,0.027759999999999996
24.48987,19.95624,0.024099999999999996
24.54025,19.8876,0.022279999999999998
24.590405,20.114919999999998,0.02442
24.64055,19.85614,0.024099999999999996
24.69069,20.0652,0.19957999999999998
24.740828,19.74476,0.025019999999999997
24.79098,20.60226,0.14098
24.841145,19.78964,0.09155999999999999
24.891285,19.86744,0.05828
24.941425,19.93366,0.02288
24.991554,20.01728,0.02412
25.04169,19.891239999999996,0.024099999999999996
25.091825,19.95532,0.16784
25.141968,20.023699999999998,0.056459999999999996
25.192106,19.95592,0.024399999999999998
25.242243,19.884539999999998,0.03082
25.292381,20.12652,0.030219999999999997
25.342525,20.59434,0.24992
25.392683,19.8772,0.0238
25.44282,19.97638,0.0226
25.492958,20.038939999999997,0.023479999999999997
25.543457,19.9242,0.02442
25.593601,19.9654,0.024099999999999996
25.644005,19.95502,0.02442
25.694143,20.231499999999997,0.23772000000000001
25.744291,20.1134,0.028679999999999997
25.794474,19.99776,0.03052
25.844612,20.074019999999997,0.19866
25.894754,21.04048,0.35582
25.944923,18.93366,0.03814
25.995062,20.026419999999998,0.09367999999999999
26.0452,19.93824,0.029599999999999998
26.095324,19.9361,0.0287
26.145462,19.9413,0.02898
26.1956,19.985239999999997,0.028999999999999998
26.245737,19.8354,0.0302
26.295876,20.208599999999997,0.03082
26.346016,20.007519999999996,0.39579999999999993
26.396154,20.06702,0.09886
26.446291,20.00292,0.027479999999999997
26.49643,20.017879999999998,0.13913999999999999
26.54657,19.94008,0.026559999999999997
26.596708,19.94862,0.02624
26.6471,19.921139999999998,0.13396
26.697239,20.38714,0.054939999999999996
26.747395,19.976679999999998,0.02684
26.797554,20.292219999999997,0.22186
26.847712,19.30352,0.09154
26.897852,20.71212,0.05401999999999999
26.948,19.77986,0.024719999999999995
26.998138,19.98798,0.024719999999999995
27.04828,20.02094,0.02624
27.09842,19.9889,0.025019999999999997
27.148558,19.9657,0.025339999999999998
27.198696,19.99072,0.31614000000000003
27.248844,20.02704,0.09338
27.29899,19.78382,0.027460000000000002
27.349129,20.01606,0.02532
27.399527,20.41612,0.18218
27.449682,20.10974,0.03937999999999999
27.499817,20.08044,0.02562
27.549957,19.95502,0.025939999999999998
27.600098,19.51834,0.02686
27.650236,20.38714,0.02808
27.700392,19.883619999999997,0.02684
27.750532,20.013899999999996,0.02686
27.800673,19.8998,0.38755999999999996
27.850811,20.05236,0.028379999999999996
27.900948,20.09022,0.11656
27.951086,20.106679999999997,0.025639999999999996
28.001225,19.98768,0.02654
28.051376,19.94586,0.0287
28.101515,20.02002,0.029599999999999998
28.151655,19.93276,0.031120000000000002
28.201796,19.97974,0.030219999999999997
28.251934,19.96204,0.03082
28.302074,19.82594,0.42079999999999995
28.352196,20.11248,0.50566
28.402308,20.07892,0.44126
28.452423,21.11066,0.43973999999999996
28.50257,18.96906,0.22763999999999998
28.552711,19.95318,0.08088
28.60285,20.24738,0.028379999999999996
28.65299,20.096919999999997,0.02928
28.703129,19.97882,0.0287
28.753284,19.86806,0.028379999999999996
28.803411,20.866220000000002,0.37686
28.853575,21.8284,0.39946
28.903753,19.65962,0.0711
28.953905,19.616,0.08453999999999999
29.004053,19.60074,0.01952
29.054201,20.189379999999996,0.0174
29.10435,20.0545,0.012499999999999999
29.154497,19.79574,0.01312
29.204647,19.8128,0.01404
29.254793,19.984019999999997,0.01892
29.304945,19.89918,0.018619999999999998
29.355097,19.91138,0.018619999999999998
29.405245,19.9892,0.40585999999999994
29.455393,19.89156,0.35796
29.505514,19.57754,0.32194
29.555628,20.1201,0.32315999999999995
29.605742,20.10548,0.31919999999999993
29.655857,20.094479999999997,0.31828
29.70597,20.0307,0.31156
29.756088,20.34288,0.31494
29.806202,20.2141,0.31828
29.856352,19.96602,0.39699999999999996
29.906494,19.59798,0.31432
29.956614,19.477439999999998,0.31858
30.006727,19.804579999999998,0.32408
30.056845,20.358139999999995,0.40281999999999996
30.107006,19.95198,0.10956
30.157154,19.996219999999997,0.01922
30.207298,19.95594,0.01708
30.257456,19.94524,0.17791999999999997
30.307604,19.9822,0.01616
30.35775,19.90558,0.07478
30.4079,20.136599999999998,0.08148
30.458061,19.83722,0.08116
30.508207,19.756059999999998,0.029299999999999996
30.55837,19.8885,0.0177
30.608519,20.290699999999998,0.01464
30.658667,20.098139999999997,0.148
30.708815,19.99408,0.03816
30.75896,20.224479999999996,0.08604
30.80911,20.466479999999997,0.2356
30.859274,20.04626,0.44308
30.909435,19.667859999999997,0.30852
30.959583,19.840279999999996,0.06744
31.00973,19.70114,0.039979999999999995
31.059875,19.82594,0.012819999999999998
31.110027,20.014519999999997,0.01464
31.160177,20.323959999999996,0.013739999999999999
31.210306,20.15156,0.015560000000000001
31.260454,19.920219999999997,0.23099999999999998
31.310602,19.99806,0.01954
31.360748,20.00048,0.016479999999999998
31.410885,20.099059999999998,0.42844
31.461016,20.00446,0.31066
31.511131,19.503999999999998,0.31736
31.561245,19.83326,0.32589999999999997
31.611374,20.2843,0.32865999999999995
31.661482,20.24522,0.32714
31.7116,20.08502,0.3137
31.761713,19.973039999999997,0.31554
31.811829,19.97852,0.32132
31.861948,19.9831,0.31217999999999996
31.912062,19.919919999999998,0.31309999999999993
31.962177,20.01392,0.31095999999999996
32.012287,19.8354,0.31095999999999996
32.0624,19.677319999999998,0.3198
32.112534,20.044439999999998,0.09063999999999998
32.16268,20.240339999999996,0.036
32.21283,20.06886,0.013739999999999999
32.262978,20.13904,0.015560000000000001
32.313126,20.210739999999998,0.01832
32.363277,20.02886,0.0186
32.41343,19.99562,0.013739999999999999
32.463577,19.93426,0.013739999999999999
32.51372,19.955039999999997,0.31766
32.56387,19.75116,0.041819999999999996
32.614017,19.99378,0.01464
32.664165,20.18574,0.01586
32.714302,20.08868,0.01404
32.76445,20.00872,0.010679999999999999
32.81459,20.27422,0.32592
32.864758,19.662679999999998,0.21086
32.914906,20.008419999999997,0.01708
32.965057,19.9651,0.015579999999999998
33.015205,19.81404,0.14493999999999999
33.06538,19.88148,0.039979999999999995
33.11553,19.91046,0.03662
33.165672,20.272399999999998,0.06714
33.21582,20.529339999999998,0.01342
33.26597,20.00506,0.01404
33.316116,19.98492,0.01526
33.36628,20.22174,0.17302
33.416447,19.703879999999998,0.01954
33.466595,19.990119999999997,0.01738
33.516727,20.128339999999998,0.43456
33.56686,19.68344,0.32072
33.616974,19.808239999999998,0.32559999999999995
33.667088,20.19914,0.32774
33.717205,20.254699999999996,0.31738
33.767315,20.02704,0.31278
33.81743,19.88392,0.32438
33.867546,20.06976,0.33934
33.91767,20.00508,0.31035999999999997
33.967785,19.93976,0.31063999999999997
34.0179,19.9837,0.31188
34.068012,19.86378,0.31248
34.118122,19.67886,0.32377999999999996
34.168236,20.014519999999997,0.33048
34.21836,20.239739999999998,0.32315999999999995
34.26848,20.12072,0.32317999999999997
34.318604,20.0475,0.32408
34.36872,19.97516,0.31004
34.41885,19.977899999999998,0.31432
34.468967,19.99806,0.31033999999999995
34.51908,19.992559999999997,0.31033999999999995
34.569195,19.66726,0.31461999999999996
34.6193,19.830499999999997,0.32255999999999996
34.669415,20.020039999999998,0.32286
34.719524,20.381019999999996,0.325
34.769646,20.04168,0.31828
34.81976,20.19672,0.35794
34.869907,19.8833,0.33202
34.920033,19.986759999999997,0.32042
34.970146,19.83022,0.31736
35.02027,20.014519999999997,0.31339999999999996
35.070385,19.979139999999997,0.31004
35.1205,19.688619999999997,0.3128
35.170612,19.8421,0.32774
35.22074,20.6456,0.32134
35.27087,20.137520000000002,0.33078
35.321007,19.78596,0.26488
35.371162,20.110039999999998,0.06164
35.421307,20.10028,0.01404
35.47146,19.87386,0.01252
35.521603,20.001099999999997,0.012819999999999998
35.57175,20.003839999999997,0.012499999999999999
35.621895,19.808239999999998,0.21055999999999997
35.672085,19.83754,0.04518
35.72227,20.139939999999996,0.01678
35.772465,20.20282,0.01312
35.82264,19.984019999999997,0.01494
35.87282,20.000179999999997,0.16204
35.923008,19.977,0.04426
35.973194,20.394139999999997,0.01526
36.023403,19.97608,0.01342
36.07359,19.76186,0.01312
36.123775,19.9895,0.18706
36.17396,19.82564,0.01252
36.224144,20.235759999999996,0.01496
36.274315,20.19062,0.014339999999999999
36.32451,20.021539999999998,0.15044
36.374695,19.97578,0.016479999999999998
36.42488,19.965079999999997,0.01372
36.475067,19.409719999999997,0.21667999999999998
36.525272,18.576299999999996,0.39669999999999994
36.575462,20.019099999999998,0.25756
36.625637,20.059399999999997,0.14372
36.67581,20.10242,0.07142
36.725983,20.121019999999998,0.02928
36.776157,20.229659999999996,0.031139999999999998
36.826347,20.49424,0.46902
36.87654,19.68954,0.34085999999999994
36.926716,19.96234,0.07112
36.976887,19.8998,0.0299
37.02706,20.21654,0.027460000000000002
37.077232,20.043519999999997,0.19316
37.1274,20.072199999999995,0.10102
37.177574,20.623019999999997,0.044539999999999996
37.227745,20.01484,0.02626
37.278316,20.042599999999997,0.028379999999999996
37.3285,20.414279999999998,0.18277999999999997
37.3787,19.77346,0.027460000000000002
37.42888,19.858279999999997,0.10468
37.479046,21.020639999999997,0.98078
37.529213,19.93642,0.9508800000000001
37.57939,19.60652,0.42264
37.629543,19.853099999999998,0.4376
37.67969,20.049619999999997,0.5102399999999999
37.72984,20.051759999999998,0.43942
37.780334,19.97242,0.34666
37.83051,20.04932,0.02808
37.88068,19.946779999999997,0.14342
37.93085,19.98188,0.05982
37.981033,20.01606,0.10741999999999999
38.031208,20.25926,0.027759999999999996
38.081387,20.10548,0.09948
38.132034,19.99988,0.05096
38.18221,20.20524,0.07508
38.232544,20.02644,0.02196
38.282684,20.30686,0.0766
38.332825,20.019119999999997,0.02624
38.382957,19.97516,0.02686
38.433113,19.95716,0.028379999999999996
38.483253,20.803060000000002,0.028379999999999996
38.53344,19.478979999999996,0.3683199999999999
38.58358,19.785339999999998,0.11688
38.63372,19.88636,0.029299999999999996
38.68386,20.046879999999998,0.21239999999999998
38.733997,19.977919999999997,0.028379999999999996
38.784138,20.019099999999998,0.029599999999999998
38.834282,20.340739999999997,0.037219999999999996
38.884445,19.7045,0.29844
38.934574,19.91474,0.48034
38.984684,20.002319999999997,0.45039999999999997
