300,1,0.09319766,0.09315945,1.37095295
300,2,0.04674158,0.09318344,0.83762910
300,3,0.03475552,0.09331390,0.70365115
300,4,0.02379205,0.09355857,0.56688695
300,5,0.02002209,0.09370853,0.52686935
300,6,0.01730662,0.09375428,0.50109735
300,7,0.01380438,0.09394545,0.45641665
300,8,0.01211371,0.09390606,0.44144780
300,9,0.01189342,0.10249988,0.43405655
300,10,0.01161012,0.10986449,0.42722365
300,11,0.01107844,0.11748559,0.41618550
300,12,0.01088641,0.12593228,0.41052140
300,13,0.01049738,0.13068725,0.40386860
300,14,0.01039633,0.13947685,0.40353290
300,15,0.01021442,0.14601748,0.39876605
300,16,0.00977747,0.15004868,0.39035850
400,1,0.22223330,0.22219547,3.40576820
400,2,0.11125643,0.22186029,2.00026345
400,3,0.08695252,0.22188776,1.71274895
400,4,0.05608457,0.22220937,1.35447650
400,5,0.04670988,0.22228803,1.24762250
400,6,0.04052916,0.22239357,1.18082280
400,7,0.03507098,0.23057839,1.11477375
400,8,0.03007436,0.23570774,1.05210610
400,9,0.02797489,0.24386940,1.02393230
400,10,0.02734035,0.26243920,1.01094710
400,11,0.02656754,0.28145907,1.00023550
400,12,0.02554413,0.29788919,0.97136285
400,13,0.02515809,0.31679596,0.96947380
400,14,0.02432350,0.32863396,0.95202390
400,15,0.02469430,0.35671471,0.93877930
400,16,0.02302901,0.35771750,0.92352060
500,1,0.43449489,0.43444265,7.26299105
500,2,0.21840361,0.43508849,3.91197730
500,3,0.16514220,0.43437815,3.32681030
500,4,0.10987603,0.43546152,3.08107425
500,5,0.08971131,0.43594929,2.80271805
500,6,0.07539355,0.43633627,2.58189340
500,7,0.07088891,0.45281524,2.52567410
500,8,0.06044591,0.46960119,2.24024085
500,9,0.05483261,0.48145372,2.06130755
500,10,0.05380803,0.51914712,2.02582180
500,11,0.05183268,0.55816853,2.00700475
500,12,0.05140612,0.60003505,1.98796185
500,13,0.05015991,0.63199080,1.96822920
500,14,0.04899046,0.66597832,1.94487110
500,15,0.04827481,0.70588550,1.94137995
500,16,0.04700146,0.73000716,1.91734430
600,1,0.75703057,0.75698101,11.22446160
600,2,0.37900843,0.75672586,7.03550140
600,3,0.28789905,0.75771591,5.92677620
600,4,0.19067479,0.75725968,4.78374935
600,5,0.16757571,0.75727370,4.50342470
600,6,0.14011383,0.75746047,4.23155650
600,7,0.11043565,0.75755143,3.90197975
600,8,0.09586757,0.75798305,3.73719440
600,9,0.09537279,0.83449619,3.67600070
600,10,0.09305869,0.90766916,3.66771520
600,11,0.09032691,0.97349707,3.57581485
600,12,0.08890299,1.04435694,3.56106265
600,13,0.08687696,1.10738340,3.50781265
600,14,0.08497209,1.16060998,3.42623330
600,15,0.08361399,1.22368203,3.42180825
600,16,0.08118345,1.27297487,3.33120790
700,1,1.20151226,1.20144393,17.92918690
700,2,0.60176375,1.20200783,11.28101665
700,3,0.46419013,1.20384054,9.64070715
700,4,0.30279380,1.20270051,7.61140630
700,5,0.25861178,1.21356834,7.22550950
700,6,0.20903100,1.20288333,6.54945225
700,7,0.17388425,1.20428391,6.22726375
700,8,0.15260166,1.20356279,5.95134890
700,9,0.14974135,1.32127934,5.88727740
700,10,0.14774442,1.43843378,5.79834930
700,11,0.14377561,1.54512519,5.68015205
700,12,0.13946820,1.64707857,5.61020900
700,13,0.13790809,1.75593694,5.53081470
700,14,0.13480278,1.85530428,5.50230220
700,15,0.13213560,1.94286720,5.40422810
700,16,0.12891169,2.02381585,5.27375975
800,1,1.79614761,1.79608101,27.70949635
800,2,0.89813780,1.79415599,16.88005630
800,3,0.68397956,1.79453552,14.09853565
800,4,0.45015494,1.79436083,11.39733715
800,5,0.38317493,1.79570086,10.71179205
800,6,0.31498352,1.79520364,9.85164100
800,7,0.25999407,1.79524456,9.28021615
800,8,0.22647422,1.79562485,8.83147150
800,9,0.22383524,1.97689983,8.82807185
800,10,0.22596257,2.18148210,8.90422520
800,11,0.21760242,2.32643739,8.67004920
800,12,0.21082727,2.48415011,8.48094750
800,13,0.20684040,2.64306726,8.41405625
800,14,0.20746998,2.85016171,8.62884145
800,15,0.19977287,2.94334793,8.20391270
800,16,0.19578519,3.07188792,8.12660570
900,1,2.55849281,2.55839482,39.69784150
900,2,1.28013080,2.55748803,24.11485835
900,3,0.88301289,2.56513849,19.11796560
900,4,0.64246157,2.55774348,16.42156745
900,5,0.54241811,2.56620771,15.23503485
900,6,0.45526287,2.56510152,14.34706105
900,7,0.37045361,2.55844225,13.28561970
900,8,0.32327646,2.55789385,12.79151085
900,9,0.31886285,2.82337697,12.60819830
900,10,0.31372883,3.09477672,12.55637350
900,11,0.30820617,3.33666655,12.41714965
900,12,0.30235419,3.58213775,12.26687535
900,13,0.29680134,3.79907388,12.18643730
900,14,0.29291705,4.03718356,12.05560880
900,15,0.28730079,4.24374420,11.90939640
