dynamic,busy,threads,energy,runtime,usertime
false,14,4,4.64369173,0.13669672,0.32392695
false,14,5,4.36005293,0.12879641,0.32452380
false,14,6,4.09187185,0.12044454,0.32521427
false,14,7,3.84031610,0.11297945,0.32587803
false,14,8,3.66091898,0.10809642,0.32632065
false,14,9,3.71151943,0.10906613,0.32691550
false,14,10,3.59631830,0.10600344,0.32714121
false,14,11,3.35536067,0.09870244,0.32748651
false,14,12,3.41919047,0.10055742,0.32799235
false,14,13,3.29130200,0.09645456,0.32834984
false,14,14,3.26141194,0.09552801,0.32887476
false,14,15,3.22404143,0.09451624,0.32902651
false,14,16,3.08834779,0.09056562,0.32986514
false,16,1,21.70621274,0.65238629,0.32215944
false,16,2,11.12518514,0.33153448,0.32243779
false,16,3,8.17052962,0.24345745,0.32260183
false,16,4,5.88537495,0.17369651,0.32275040
false,16,5,4.75997500,0.14031629,0.32250154
false,16,6,4.15048009,0.12132563,0.32340320
false,16,7,3.57004579,0.10448011,0.32495378
false,16,8,3.21946136,0.09372301,0.32449397
false,16,9,2.95780859,0.08603774,0.32586672
false,16,10,2.54311177,0.07347645,0.32651901
false,16,11,2.43314014,0.07028224,0.32638239
false,16,12,2.33732800,0.06745228,0.32684069
false,16,13,2.12296454,0.06096694,0.32743398
false,16,14,2.23005899,0.06415713,0.32787956
false,16,15,2.24877171,0.06459370,0.32919825
false,16,16,2.26493683,0.06504828,0.32889330
true,0,16,0.85002712,0.02405476,0.32766011
true,2,16,0.95239014,0.02695964,0.32805835
true,4,16,1.07665252,0.03035199,0.32744562
true,6,16,1.25690534,0.03518355,0.32665867
true,8,16,1.67368590,0.04761528,0.32383114
true,10,16,1.84727920,0.05227917,0.32673764
true,12,16,2.32948744,0.06706937,0.32749972
true,14,16,3.29211194,0.09646309,0.32861610
true,16,16,2.43274036,0.07014148,0.32778935
